Reference Sequence	ARO Term	ARO Accession	Reference Model Type	Reference DB	Reference Allele Source	Resistomes & Variants: Observed in Genome(s)	Resistomes & Variants: Observed in Plasmid(s)	Resistomes & Variants: Observed Pathogen(s)	Completely Mapped Reads	Mapped Reads with Flanking Sequence	All Mapped Reads	Percent Coverage	Length Coverage (bp)	Average MAPQ (Completely Mapped Reads)	Mate Pair Linkage	Reference Length	AMR Gene Family	Drug Class	Resistance Mechanism
gb|KR057751.1|+|0-1116|ARO:3004345|PDC-82	PDC-82	3004345	protein homolog model	CARD	CARD curation	no data	no data	Pseudomonas aeruginosa	4	0	4	3.94	44	0.00	*	1116	PDC beta-lactamase	monobactam; carbapenem; cephalosporin	antibiotic inactivation
gb|KR057752.1|+|0-1116|ARO:3004346|PDC-83	PDC-83	3004346	protein homolog model	CARD	CARD curation	no data	no data	Pseudomonas aeruginosa	2	0	2	3.94	44	0.00	*	1116	PDC beta-lactamase	monobactam; carbapenem; cephalosporin	antibiotic inactivation
gb|KR057753.1|+|0-1116|ARO:3004347|PDC-84	PDC-84	3004347	protein homolog model	CARD	CARD curation	no data	no data	Pseudomonas aeruginosa	1	0	1	3.67	41	0.00	*	1116	PDC beta-lactamase	monobactam; carbapenem; cephalosporin	antibiotic inactivation
gb|KR057754.1|+|0-1116|ARO:3004348|PDC-85	PDC-85	3004348	protein homolog model	CARD	CARD curation	no data	no data	Pseudomonas aeruginosa	1	0	1	3.67	41	0.00	*	1116	PDC beta-lactamase	monobactam; carbapenem; cephalosporin	antibiotic inactivation
gb|LLSH01000109.1|+|88827-90021|ARO:3004349|PDC-86	PDC-86	3004349	protein homolog model	CARD	CARD curation	no data	no data	Pseudomonas aeruginosa	2	0	2	3.43	41	0.00	*	1194	PDC beta-lactamase	monobactam; carbapenem; cephalosporin	antibiotic inactivation
gb|KR057756.1|+|0-1116|ARO:3004350|PDC-87	PDC-87	3004350	protein homolog model	CARD	CARD curation	no data	no data	Pseudomonas aeruginosa	1	0	1	3.85	43	0.00	*	1116	PDC beta-lactamase	monobactam; carbapenem; cephalosporin	antibiotic inactivation
gb|KR057757.1|+|0-1110|ARO:3004351|PDC-88	PDC-88	3004351	protein homolog model	CARD	CARD curation	no data	no data	Pseudomonas aeruginosa	2	0	2	3.96	44	0.00	*	1110	PDC beta-lactamase	monobactam; carbapenem; cephalosporin	antibiotic inactivation
gb|KR057758.1|+|0-1107|ARO:3004352|PDC-89	PDC-89	3004352	protein homolog model	CARD	CARD curation	no data	no data	Pseudomonas aeruginosa	1	0	1	3.16	35	0.00	*	1107	PDC beta-lactamase	monobactam; carbapenem; cephalosporin	antibiotic inactivation
gb|KR057759.1|+|0-1107|ARO:3004353|PDC-90	PDC-90	3004353	protein homolog model	CARD	CARD curation	no data	no data	Pseudomonas aeruginosa	3	0	3	3.97	44	0.00	*	1107	PDC beta-lactamase	monobactam; carbapenem; cephalosporin	antibiotic inactivation
gb|KR057761.1|+|0-1110|ARO:3004355|PDC-92	PDC-92	3004355	protein homolog model	CARD	CARD curation	no data	no data	Pseudomonas aeruginosa	1	0	1	3.78	42	0.00	*	1110	PDC beta-lactamase	monobactam; carbapenem; cephalosporin	antibiotic inactivation
gb|KR057762.1|+|0-1116|ARO:3004356|PDC-93	PDC-93	3004356	protein homolog model	CARD	CARD curation	no data	no data	Pseudomonas aeruginosa	1	0	1	2.96	33	0.00	*	1116	PDC beta-lactamase	monobactam; carbapenem; cephalosporin	antibiotic inactivation
gb|NG_066530.1|+|0-1194|ARO:3005280|PDC-323	PDC-323	3005280	protein homolog model	CARD	CARD curation	no data	no data	Pseudomonas aeruginosa	1	0	1	3.43	41	0.00	*	1194	PDC beta-lactamase	monobactam; carbapenem; cephalosporin	antibiotic inactivation
gb|LT906435.1|-|4449571-4450450|ARO:3001459|OXA-154	OXA-154	3001459	protein homolog model	CARD	CARD curation	no data	no data	Pandoraea sputorum	1	0	1	13.54	119	6.00	*	879	OXA beta-lactamase	carbapenem; cephalosporin; penam	antibiotic inactivation
gb|NG_056418.1|+|0-861|ARO:3005262|TEM-231	TEM-231	3005262	protein homolog model	CARD	CARD curation	no data	no data	Escherichia coli	1	0	1	10.57	91	0.00	*	861	TEM beta-lactamase	monobactam; cephalosporin; penam; penem	antibiotic inactivation
gb|AJ011502.1|+|300-1425|ARO:3004122|Kpne_OmpK37	Klebsiella pneumoniae OmpK37	3004122	protein homolog model	CARD	CARD curation	no data	no data	Klebsiella pneumoniae	748	0	748	57.24	644	39.45	*	1125	General Bacterial Porin with reduced permeability to beta-lactams	monobactam; carbapenem; cephalosporin; cephamycin; penam; penem	reduced permeability to antibiotic
gb|AMFJ01001993.1|+|70-901|ARO:3001737|OXA-282	OXA-282	3001737	protein homolog model	CARD	CARD curation	no data	no data	uncultured bacterium	1	0	1	18.17	151	0.00	*	831	OXA beta-lactamase	carbapenem; cephalosporin; penam	antibiotic inactivation
gb|NG_048621.1|+|1-1146|ARO:3001854|ACT-34	ACT-34	3001854	protein homolog model	CARD	CARD curation	no data	no data	Enterobacter cloacae	1	0	1	13.18	151	0.00	*	1146	ACT beta-lactamase	carbapenem; cephalosporin; cephamycin; penam	antibiotic inactivation
gb|FJ911554.1|+|176-1655|ARO:3004577|Abau_AmvA	Acinetobacter baumannii AmvA	3004577	protein homolog model	CARD	CARD curation	no data	no data	Acinetobacter baumannii	6	0	6	39.28	581	53.83	*	1479	major facilitator superfamily (MFS) antibiotic efflux pump	macrolide antibiotic; disinfecting agents and antiseptics	antibiotic efflux
gb|AP006725.1|+|2483889-2484252|ARO:3004580|Kpne_KpnE	Klebsiella pneumoniae KpnE	3004580	protein homolog model	CARD	CARD curation	no data	no data	Klebsiella pneumoniae	3	0	3	56.20	204	36.67	*	363	major facilitator superfamily (MFS) antibiotic efflux pump	macrolide antibiotic; aminoglycoside antibiotic; cephalosporin; tetracycline antibiotic; peptide antibiotic; rifamycin antibiotic; disinfecting agents and antiseptics	antibiotic efflux
gb|ACWO01000051.1|+|22092-23265|ARO:3004588|Kpne_KpnG	Klebsiella pneumoniae KpnG	3004588	protein homolog model	CARD	CARD curation	no data	no data	Klebsiella sp.	373	0	373	63.68	747	32.31	*	1173	major facilitator superfamily (MFS) antibiotic efflux pump	macrolide antibiotic; fluoroquinolone antibiotic; aminoglycoside antibiotic; carbapenem; cephalosporin; penam; peptide antibiotic; penem	antibiotic efflux
gb|ASTU01000063.1|+|61248-62787|ARO:3004597|Kpne_KpnH	Klebsiella pneumoniae KpnH	3004597	protein homolog model	CARD	CARD curation	no data	no data	Escherichia coli	3989	0	3989	66.67	1026	0.00	*	1539	major facilitator superfamily (MFS) antibiotic efflux pump	macrolide antibiotic; fluoroquinolone antibiotic; aminoglycoside antibiotic; carbapenem; cephalosporin; penam; peptide antibiotic; penem	antibiotic efflux
gb|APRY01000059.1|+|64996-65827|ARO:3001740|OXA-285	OXA-285	3001740	protein homolog model	CARD	CARD curation	no data	no data	Acinetobacter sp.	1	0	1	18.17	151	0.00	*	831	OXA beta-lactamase	carbapenem; cephalosporin; penam	antibiotic inactivation
gb|AM743197.2|-|2076-2937|ARO:3001044|TEM-181	TEM-181	3001044	protein homolog model	CARD	CARD curation	no data	no data	Bacteria, Viruses,	4	0	4	26.71	230	0.00	*	861	TEM beta-lactamase	monobactam; cephalosporin; penam; penem	antibiotic inactivation
gb|VAOQ01003483.1|+|0-339|ARO:3005040|YajC	YajC	3005040	protein homolog model	CARD	CARD curation	no data	no data	Pseudomonas aeruginosa	242	0	242	43.07	146	59.23	*	339	resistance-nodulation-cell division (RND) antibiotic efflux pump	fluoroquinolone antibiotic; cephalosporin; glycylcycline; penam; tetracycline antibiotic; oxazolidinone antibiotic; glycopeptide antibiotic; rifamycin antibiotic; phenicol antibiotic; disinfecting agents and antiseptics	antibiotic efflux
gb|FO834906.1|-|2173974-2175099|ARO:3005044|OmpA	OmpA	3005044	protein homolog model	CARD	CARD curation	no data	no data	Klebsiella pneumoniae	11973	0	11973	92.27	1038	38.04	*	1125	General Bacterial Porin with reduced permeability to peptide antibiotics	peptide antibiotic	reduced permeability to antibiotic
gb|FO203501.1|+|5123640-5125365|ARO:3005047|eptB	eptB	3005047	protein homolog model	CARD	CARD curation	no data	no data	Klebsiella pneumoniae	739	0	739	57.04	984	49.84	*	1725	pmr phosphoethanolamine transferase	peptide antibiotic	antibiotic target alteration
gb|CP045110.1|-|521271-522372|ARO:3005051|LpsB	LpsB	3005051	protein homolog model	CARD	CARD curation	no data	no data	Acinetobacter baumannii	10	0	10	68.39	753	55.20	*	1101	Intrinsic peptide antibiotic resistant Lps	peptide antibiotic	reduced permeability to antibiotic
gb|FO834906.1|+|304977-306633|ARO:3005053|ArnT	ArnT	3005053	protein homolog model	CARD	CARD curation	no data	no data	Klebsiella pneumoniae	237	0	237	63.47	1051	21.30	*	1656	pmr phosphoethanolamine transferase	peptide antibiotic	antibiotic target alteration
gb|CP007727.1|-|807206-809555|ARO:3005059|LptD	LptD	3005059	protein homolog model	CARD	CARD curation	no data	no data	Klebsiella pneumoniae	576	0	576	58.15	1366	33.62	*	2349	ATP-binding cassette (ABC) antibiotic efflux pump	carbapenem; peptide antibiotic; aminocoumarin antibiotic; rifamycin antibiotic	antibiotic efflux
gb|AE004091.2|+|3450837-3451509|ARO:3005063|cprR	cprR	3005063	protein homolog model	CARD	CARD curation	no data	no data	Pseudomonas aeruginosa	56	0	56	7.14	48	50.20	*	672	pmr phosphoethanolamine transferase	peptide antibiotic	antibiotic target alteration; antibiotic efflux
gb|AE004091.2|+|3451505-3452801|ARO:3005064|cprS	cprS	3005064	protein homolog model	CARD	CARD curation	no data	no data	Pseudomonas aeruginosa	4	0	4	13.43	174	60.00	*	1296	pmr phosphoethanolamine transferase	peptide antibiotic	antibiotic target alteration; antibiotic efflux
gb|AF061757.1|+|834-1020|ARO:3005069|rsmA	rsmA	3005069	protein homolog model	CARD	CARD curation	no data	no data	Pseudomonas aeruginosa	38	0	38	92.47	172	52.84	*	186	resistance-nodulation-cell division (RND) antibiotic efflux pump	fluoroquinolone antibiotic; diaminopyrimidine antibiotic; phenicol antibiotic	antibiotic efflux
gb|KJ949078.1|+|0-1194|ARO:3005124|PDC-63	PDC-63	3005124	protein homolog model	CARD	CARD curation	no data	no data	Pseudomonas aeruginosa	4	0	4	6.37	76	0.00	*	1194	PDC beta-lactamase	monobactam; carbapenem; cephalosporin	antibiotic inactivation
gb|KJ949083.1|+|0-1194|ARO:3005122|PDC-68	PDC-68	3005122	protein homolog model	CARD	CARD curation	no data	no data	Pseudomonas aeruginosa	3	0	3	3.69	44	0.00	*	1194	PDC beta-lactamase	monobactam; carbapenem; cephalosporin	antibiotic inactivation
gb|KJ949081.1|+|0-1194|ARO:3005126|PDC-66	PDC-66	3005126	protein homolog model	CARD	CARD curation	no data	no data	Pseudomonas aeruginosa	2	0	2	6.03	72	0.00	*	1194	PDC beta-lactamase	monobactam; carbapenem; cephalosporin	antibiotic inactivation
gb|GQ845017.1|+|0-1194|ARO:3005127|PDC-14	PDC-14	3005127	protein homolog model	CARD	CARD curation	no data	no data	Pseudomonas aeruginosa	4	0	4	3.69	44	0.00	*	1194	PDC beta-lactamase	monobactam; carbapenem; cephalosporin	antibiotic inactivation
gb|GQ845014.1|+|0-1194|ARO:3005132|PDC-11	PDC-11	3005132	protein homolog model	CARD	CARD curation	no data	no data	Pseudomonas aeruginosa	2	0	2	3.69	44	0.00	*	1194	PDC beta-lactamase	monobactam; carbapenem; cephalosporin	antibiotic inactivation
gb|KJ949069.1|+|0-1194|ARO:3005135|PDC-54	PDC-54	3005135	protein homolog model	CARD	CARD curation	no data	no data	Pseudomonas aeruginosa	2	0	2	3.43	41	0.00	*	1194	PDC beta-lactamase	monobactam; carbapenem; cephalosporin	antibiotic inactivation
gb|KJ949074.1|+|0-1194|ARO:3005137|PDC-59	PDC-59	3005137	protein homolog model	CARD	CARD curation	no data	no data	Pseudomonas aeruginosa	1	0	1	3.43	41	0.00	*	1194	PDC beta-lactamase	monobactam; carbapenem; cephalosporin	antibiotic inactivation
gb|KJ949082.1|+|0-1194|ARO:3005139|PDC-67	PDC-67	3005139	protein homolog model	CARD	CARD curation	no data	no data	Pseudomonas aeruginosa	1	0	1	3.94	47	0.00	*	1194	PDC beta-lactamase	monobactam; carbapenem; cephalosporin	antibiotic inactivation
gb|KJ949071.1|+|0-1194|ARO:3005140|PDC-56	PDC-56	3005140	protein homolog model	CARD	CARD curation	no data	no data	Pseudomonas aeruginosa	22	0	22	8.46	101	0.00	*	1194	PDC beta-lactamase	monobactam; carbapenem; cephalosporin	antibiotic inactivation
gb|KJ949064.1|+|0-1194|ARO:3005146|PDC-49	PDC-49	3005146	protein homolog model	CARD	CARD curation	no data	no data	Pseudomonas aeruginosa	3	0	3	3.69	44	0.00	*	1194	PDC beta-lactamase	monobactam; carbapenem; cephalosporin	antibiotic inactivation
gb|KJ949063.1|+|0-1194|ARO:3005148|PDC-48	PDC-48	3005148	protein homolog model	CARD	CARD curation	no data	no data	Pseudomonas aeruginosa	1	0	1	3.02	36	0.00	*	1194	PDC beta-lactamase	monobactam; carbapenem; cephalosporin	antibiotic inactivation
gb|KY285014.1|+|345-1491|ARO:3005150|PAC-1	PAC-1	3005150	protein homolog model	CARD	CARD curation	no data	no data	Pseudomonas aeruginosa	2	0	2	3.32	38	28.00	*	1146	PAC beta-lactamase	cephalosporin	antibiotic inactivation
gb|KJ949084.1|+|0-1194|ARO:3005153|PDC-69	PDC-69	3005153	protein homolog model	CARD	CARD curation	no data	no data	Pseudomonas aeruginosa	4	0	4	7.62	91	0.00	*	1194	PDC beta-lactamase	monobactam; carbapenem; cephalosporin	antibiotic inactivation
gb|FR822747.1|+|0-1194|ARO:3005155|PDC-23	PDC-23	3005155	protein homolog model	CARD	CARD curation	no data	no data	Pseudomonas aeruginosa	2	0	2	8.46	101	0.00	*	1194	PDC beta-lactamase	monobactam; carbapenem; cephalosporin	antibiotic inactivation
gb|JF326298.1|+|0-1194|ARO:3005156|PDC-28	PDC-28	3005156	protein homolog model	CARD	CARD curation	no data	no data	Pseudomonas aeruginosa	3	0	3	3.77	45	0.00	*	1194	PDC beta-lactamase	monobactam; carbapenem; cephalosporin	antibiotic inactivation
gb|NG_049872.1|+|0-1194|ARO:3005277|PDC-105	PDC-105	3005277	protein homolog model	CARD	CARD curation	no data	no data	Pseudomonas aeruginosa	1	0	1	3.52	42	0.00	*	1194	PDC beta-lactamase	monobactam; carbapenem; cephalosporin	antibiotic inactivation
gb|NG_056416.1|+|0-861|ARO:3005260|TEM-229	TEM-229	3005260	protein homolog model	CARD	CARD curation	no data	no data	Bacteria, Viruses,	3	0	3	37.75	325	0.00	*	861	TEM beta-lactamase	monobactam; cephalosporin; penam; penem	antibiotic inactivation
gb|NG_062281.1|+|0-861|ARO:3005242|SHV-209	SHV-209	3005242	protein homolog model	CARD	CARD curation	no data	no data	Klebsiella pneumoniae	1	0	1	15.91	137	0.00	*	861	SHV beta-lactamase	carbapenem; cephalosporin; penam	antibiotic inactivation
gb|NG_050261.1|+|100-961|ARO:3000902|TEM-32	TEM-32	3000902	protein homolog model	CARD	CARD curation	no data	no data	Shigella sonnei	1	0	1	17.54	151	0.00	*	861	TEM beta-lactamase	monobactam; cephalosporin; penam; penem	antibiotic inactivation
gb|NG_050243.1|+|100-961|ARO:3001387|TEM-210	TEM-210	3001387	protein homolog model	CARD	CARD curation	no data	no data	Escherichia coli	1	0	1	17.54	151	0.00	*	861	TEM beta-lactamase	monobactam; cephalosporin; penam; penem	antibiotic inactivation
gb|NG_065938.1|+|0-861|ARO:3005271|TEM-241	TEM-241	3005271	protein homolog model	CARD	CARD curation	no data	no data	Pseudomonas aeruginosa	1	0	1	9.41	81	0.00	*	861	TEM beta-lactamase	monobactam; cephalosporin; penam; penem	antibiotic inactivation
gb|NG_071226.1|+|0-861|ARO:3005273|TEM-243	TEM-243	3005273	protein homolog model	CARD	CARD curation	no data	no data	Escherichia coli	1	0	1	17.54	151	0.00	*	861	TEM beta-lactamase	monobactam; cephalosporin; penam; penem	antibiotic inactivation
gb|NG_065889.1|+|0-1194|ARO:3005288|PDC-337	PDC-337	3005288	protein homolog model	CARD	CARD curation	no data	no data	Pseudomonas aeruginosa	2	0	2	3.69	44	0.00	*	1194	PDC beta-lactamase	monobactam; carbapenem; cephalosporin	antibiotic inactivation
gb|NG_049890.1|+|0-1194|ARO:3005292|PDC-19b	PDC-19b	3005292	protein homolog model	CARD	CARD curation	no data	no data	Pseudomonas aeruginosa	85	0	85	8.88	106	0.00	*	1194	PDC beta-lactamase	monobactam; carbapenem; cephalosporin	antibiotic inactivation
gb|NG_049889.1|+|0-1194|ARO:3005295|PDC-19a	PDC-19a	3005295	protein homolog model	CARD	CARD curation	no data	no data	Pseudomonas	1	0	1	3.69	44	0.00	*	1194	PDC beta-lactamase	monobactam; carbapenem; cephalosporin	antibiotic inactivation
gb|NG_065928.1|+|0-1194|ARO:3005302|PDC-376	PDC-376	3005302	protein homolog model	CARD	CARD curation	no data	no data	Pseudomonas aeruginosa	1	0	1	3.60	43	0.00	*	1194	PDC beta-lactamase	monobactam; carbapenem; cephalosporin	antibiotic inactivation
gb|NG_049871.1|+|0-1194|ARO:3005305|PDC-104	PDC-104	3005305	protein homolog model	CARD	CARD curation	no data	no data	Pseudomonas aeruginosa	1	0	1	3.43	41	0.00	*	1194	PDC beta-lactamase	monobactam; carbapenem; cephalosporin	antibiotic inactivation
gb|NG_055483.1|+|0-1194|ARO:3005309|PDC-119	PDC-119	3005309	protein homolog model	CARD	CARD curation	no data	no data	Pseudomonas aeruginosa	4	0	4	3.69	44	0.00	*	1194	PDC beta-lactamase	monobactam; carbapenem; cephalosporin	antibiotic inactivation
gb|NG_070195.1|+|0-1194|ARO:3005312|PDC-429	PDC-429	3005312	protein homolog model	CARD	CARD curation	no data	no data	Pseudomonas aeruginosa	1	0	1	3.43	41	0.00	*	1194	PDC beta-lactamase	monobactam; carbapenem; cephalosporin	antibiotic inactivation
gb|NG_070215.1|+|0-1194|ARO:3005313|PDC-449	PDC-449	3005313	protein homolog model	CARD	CARD curation	no data	no data	Pseudomonas aeruginosa	4	0	4	6.11	73	0.00	*	1194	PDC beta-lactamase	monobactam; carbapenem; cephalosporin	antibiotic inactivation
gb|NG_061419.1|+|3-1148|ARO:3006253|ACT-58	ACT-58	3006253	protein homolog model	CARD	CARD curation	no data	no data	Enterobacter cloacae	3	0	3	29.49	338	20.00	*	1146	ACT beta-lactamase	carbapenem; cephalosporin; cephamycin; penam	antibiotic inactivation
gb|NG_061402.1|+|1-1146|ARO:3006255|ACT-60	ACT-60	3006255	protein homolog model	CARD	CARD curation	no data	no data	Enterobacter hormaechei	2	0	2	17.54	201	0.00	*	1146	ACT beta-lactamase	carbapenem; cephalosporin; cephamycin; penam	antibiotic inactivation
gb|NG_061388.1|+|1-1146|ARO:3006257|ACT-62	ACT-62	3006257	protein homolog model	CARD	CARD curation	no data	no data	Enterobacter cloacae	21	0	21	86.82	995	40.05	*	1146	ACT beta-lactamase	carbapenem; cephalosporin; cephamycin; penam	antibiotic inactivation
gb|NG_064668.1|+|1-1146|ARO:3006263|ACT-68	ACT-68	3006263	protein homolog model	CARD	CARD curation	no data	no data	Enterobacter asburiae	3	0	3	20.59	236	1.67	*	1146	ACT beta-lactamase	carbapenem; cephalosporin; cephamycin; penam	antibiotic inactivation
gb|NG_067973.1|+|1-1146|ARO:3006273|ACT-79	ACT-79	3006273	protein homolog model	CARD	CARD curation	no data	no data	Enterobacter cloacae	1	0	1	8.46	97	0.00	*	1146	ACT beta-lactamase	carbapenem; cephalosporin; cephamycin; penam	antibiotic inactivation
gb|NG_064676.1|+|101-1252|ARO:3006295|ADC-117	ADC-117	3006295	protein homolog model	CARD	CARD curation	no data	no data	Acinetobacter baumannii	1	0	1	13.11	151	0.00	*	1152	ADC beta-lactamases pending classification for carbapenemase activity	cephalosporin	antibiotic inactivation
gb|NG_064686.1|+|101-1252|ARO:3006305|ADC-130	ADC-130	3006305	protein homolog model	CARD	CARD curation	no data	no data	Acinetobacter	1	0	1	11.89	137	0.00	*	1152	ADC beta-lactamases pending classification for carbapenemase activity	cephalosporin	antibiotic inactivation
gb|NG_066485.1|+|1-1152|ARO:3006374|ADC-205	ADC-205	3006374	protein homolog model	CARD	CARD curation	no data	no data	Acinetobacter calcoaceticus	1	0	1	13.11	151	0.00	*	1152	ADC beta-lactamases pending classification for carbapenemase activity	cephalosporin	antibiotic inactivation
gb|NG_067978.1|+|11-1159|ARO:3006403|ADC-234	ADC-234	3006403	protein homolog model	CARD	CARD curation	no data	no data	Acinetobacter baumannii	1	0	1	13.14	151	0.00	*	1149	ADC beta-lactamases pending classification for carbapenemase activity	cephalosporin	antibiotic inactivation
gb|NG_071187.1|+|101-1252|ARO:3006411|ADC-241	ADC-241	3006411	protein homolog model	CARD	CARD curation	no data	no data	Acinetobacter baumannii	1	0	1	13.11	151	0.00	*	1152	ADC beta-lactamases pending classification for carbapenemase activity	cephalosporin	antibiotic inactivation
gb|NG_051447.1|+|1-1152|ARO:3006440|ADC-83	ADC-83	3006440	protein homolog model	CARD	CARD curation	no data	no data	Bacteria, Viruses,	2	0	2	18.92	218	0.00	*	1152	ADC beta-lactamases pending classification for carbapenemase activity	cephalosporin	antibiotic inactivation
gb|NG_051448.1|+|1-1152|ARO:3006441|ADC-84	ADC-84	3006441	protein homolog model	CARD	CARD curation	no data	no data	Acinetobacter baumannii	2	0	2	26.22	302	15.00	*	1152	ADC beta-lactamases pending classification for carbapenemase activity	cephalosporin	antibiotic inactivation
gb|NG_049241.1|+|101-976|ARO:3006927|KLUC-1	KLUC-1	3006927	protein homolog model	CARD	CARD curation	no data	no data	Bacteria, Viruses,	92	0	92	7.42	65	0.00	*	876	KLUC beta-lactamase	cephalosporin	antibiotic inactivation
gb|NG_049242.1|+|101-976|ARO:3006928|KLUC-2	KLUC-2	3006928	protein homolog model	CARD	CARD curation	no data	no data	Enterobacter cloacae	85	0	85	6.05	53	0.00	*	876	KLUC beta-lactamase	cephalosporin	antibiotic inactivation
gb|NG_062209.1|+|1-876|ARO:3006929|KLUC-3	KLUC-3	3006929	protein homolog model	CARD	CARD curation	no data	no data	Escherichia coli	1	0	1	4.68	41	0.00	*	876	KLUC beta-lactamase	cephalosporin	antibiotic inactivation
gb|NG_062210.1|+|1-876|ARO:3006930|KLUC-4	KLUC-4	3006930	protein homolog model	CARD	CARD curation	no data	no data	Enterobacter cloacae	92	0	92	10.73	94	0.00	*	876	KLUC beta-lactamase	cephalosporin	antibiotic inactivation
gb|NG_062249.1|+|101-976|ARO:3006931|KLUC-5	KLUC-5	3006931	protein homolog model	CARD	CARD curation	no data	no data	Raoultella ornithinolytica	89	0	89	6.05	53	0.00	*	876	KLUC beta-lactamase	cephalosporin	antibiotic inactivation
gb|NG_049302.1|+|0-1146|ARO:3003139|MIR-18	MIR-18	3003139	protein homolog model	CARD	CARD curation	no data	no data	Enterobacter sp.	1	0	1	13.18	151	0.00	*	1146	MIR beta-lactamase	monobactam; cephalosporin	antibiotic inactivation
gb|NG_049867.1|+|1-1194|ARO:3006480|PDC-100	PDC-100	3006480	protein homolog model	CARD	CARD curation	no data	no data	Pseudomonas aeruginosa	1	0	1	3.69	44	0.00	*	1194	PDC beta-lactamase	monobactam; carbapenem; cephalosporin	antibiotic inactivation
gb|NG_049868.1|+|1-1194|ARO:3006481|PDC-101	PDC-101	3006481	protein homolog model	CARD	CARD curation	no data	no data	Pseudomonas aeruginosa	2	0	2	3.43	41	0.00	*	1194	PDC beta-lactamase	monobactam; carbapenem; cephalosporin	antibiotic inactivation
gb|NG_049869.1|+|1-1194|ARO:3006482|PDC-102	PDC-102	3006482	protein homolog model	CARD	CARD curation	no data	no data	Pseudomonas aeruginosa	18	0	18	6.45	77	0.00	*	1194	PDC beta-lactamase	monobactam; carbapenem; cephalosporin	antibiotic inactivation
gb|NG_049873.1|+|1-1194|ARO:3006484|PDC-106	PDC-106	3006484	protein homolog model	CARD	CARD curation	no data	no data	Pseudomonas aeruginosa	1	0	1	3.69	44	0.00	*	1194	PDC beta-lactamase	monobactam; carbapenem; cephalosporin	antibiotic inactivation
gb|NG_049879.1|+|1-1194|ARO:3006489|PDC-111	PDC-111	3006489	protein homolog model	CARD	CARD curation	no data	no data	Pseudomonas aeruginosa	1	0	1	3.43	41	0.00	*	1194	PDC beta-lactamase	monobactam; carbapenem; cephalosporin	antibiotic inactivation
gb|NG_049880.1|+|1-1194|ARO:3006490|PDC-112	PDC-112	3006490	protein homolog model	CARD	CARD curation	no data	no data	Pseudomonas aeruginosa	3	0	3	3.43	41	0.00	*	1194	PDC beta-lactamase	monobactam; carbapenem; cephalosporin	antibiotic inactivation
gb|NG_049882.1|+|1-1194|ARO:3006495|PDC-12	PDC-12	3006495	protein homolog model	CARD	CARD curation	no data	no data	Pseudomonas	1	0	1	3.18	38	0.00	*	1194	PDC beta-lactamase	monobactam; carbapenem; cephalosporin	antibiotic inactivation
gb|NG_050589.1|+|1-1194|ARO:3006501|PDC-125	PDC-125	3006501	protein homolog model	CARD	CARD curation	no data	no data	Pseudomonas aeruginosa	2	0	2	7.62	91	0.00	*	1194	PDC beta-lactamase	monobactam; carbapenem; cephalosporin	antibiotic inactivation
gb|NG_050782.1|+|1-1194|ARO:3006502|PDC-126	PDC-126	3006502	protein homolog model	CARD	CARD curation	no data	no data	Pseudomonas aeruginosa	1	0	1	3.43	41	0.00	*	1194	PDC beta-lactamase	monobactam; carbapenem; cephalosporin	antibiotic inactivation
gb|NG_050787.1|+|1-1194|ARO:3006508|PDC-131	PDC-131	3006508	protein homolog model	CARD	CARD curation	no data	no data	Pseudomonas aeruginosa	1	0	1	3.60	43	0.00	*	1194	PDC beta-lactamase	monobactam; carbapenem; cephalosporin	antibiotic inactivation
gb|NG_050790.1|+|1-1194|ARO:3006511|PDC-134	PDC-134	3006511	protein homolog model	CARD	CARD curation	no data	no data	Pseudomonas aeruginosa	10	0	10	8.46	101	0.00	*	1194	PDC beta-lactamase	monobactam; carbapenem; cephalosporin	antibiotic inactivation
gb|NG_050791.1|+|1-1194|ARO:3006512|PDC-135	PDC-135	3006512	protein homolog model	CARD	CARD curation	no data	no data	Pseudomonas aeruginosa	1	0	1	3.18	38	0.00	*	1194	PDC beta-lactamase	monobactam; carbapenem; cephalosporin	antibiotic inactivation
gb|NG_050793.1|+|1-1194|ARO:3006514|PDC-137	PDC-137	3006514	protein homolog model	CARD	CARD curation	no data	no data	Pseudomonas aeruginosa	1	0	1	3.43	41	0.00	*	1194	PDC beta-lactamase	monobactam; carbapenem; cephalosporin	antibiotic inactivation
gb|NG_050796.1|+|1-1194|ARO:3006517|PDC-140	PDC-140	3006517	protein homolog model	CARD	CARD curation	no data	no data	Pseudomonas aeruginosa	1	0	1	4.94	59	0.00	*	1194	PDC beta-lactamase	monobactam; carbapenem; cephalosporin	antibiotic inactivation
gb|NG_050797.1|+|1-1194|ARO:3006518|PDC-141	PDC-141	3006518	protein homolog model	CARD	CARD curation	no data	no data	Pseudomonas aeruginosa	1	0	1	3.43	41	0.00	*	1194	PDC beta-lactamase	monobactam; carbapenem; cephalosporin	antibiotic inactivation
gb|NG_050816.1|+|1-1194|ARO:3006520|PDC-143	PDC-143	3006520	protein homolog model	CARD	CARD curation	no data	no data	Pseudomonas aeruginosa	1	0	1	3.60	43	0.00	*	1194	PDC beta-lactamase	monobactam; carbapenem; cephalosporin	antibiotic inactivation
