Reference Sequence	ARO Term	ARO Accession	Reference Model Type	Reference DB	Reference Allele Source	Resistomes & Variants: Observed in Genome(s)	Resistomes & Variants: Observed in Plasmid(s)	Resistomes & Variants: Observed Pathogen(s)	Completely Mapped Reads	Mapped Reads with Flanking Sequence	All Mapped Reads	Percent Coverage	Length Coverage (bp)	Average MAPQ (Completely Mapped Reads)	Mate Pair Linkage	Reference Length	AMR Gene Family	Drug Class	Resistance Mechanism
gb|AP009048.1|+|2166412-2167135|ARO:3000828|baeR	baeR	3000828	protein homolog model	CARD	CARD curation	no data	no data	Escherichia coli	173	0	173	83.96	607	41.77	*	723	resistance-nodulation-cell division (RND) antibiotic efflux pump	aminoglycoside antibiotic; aminocoumarin antibiotic	antibiotic efflux
gb|AJ318093.1|+|0-861|ARO:3000960|TEM-93	TEM-93	3000960	protein homolog model	CARD	CARD curation	no data	no data	Escherichia coli	5	0	5	43.67	376	0.00	*	861	TEM beta-lactamase	monobactam; cephalosporin; penam; penem	antibiotic inactivation
gb|DQ369751.1|+|0-861|ARO:3001016|TEM-149	TEM-149	3001016	protein homolog model	CARD	CARD curation	no data	no data	Klebsiella aerogenes	1	0	1	5.92	51	0.00	*	861	TEM beta-lactamase	monobactam; cephalosporin; penam; penem	antibiotic inactivation
gb|JN248564.1|+|0-825|ARO:3001669|OXA-223	OXA-223	3001669	protein homolog model	CARD	CARD curation	no data	no data	Acinetobacter baumannii	3	0	3	18.79	155	0.00	*	825	OXA beta-lactamase	carbapenem; cephalosporin; penam	antibiotic inactivation
gb|AF024666.2|+|35934-37110|ARO:3002703|cmx	cmx	3002703	protein homolog model	CARD	CARD curation	no data	no data	Corynebacterium striatum	1	0	1	10.46	123	44.00	*	1176	major facilitator superfamily (MFS) antibiotic efflux pump	phenicol antibiotic	antibiotic efflux
gb|AB204810.2|+|186-1533|ARO:3000753|abeM	abeM	3000753	protein homolog model	CARD	CARD curation	no data	no data	Acinetobacter baumannii	739	0	739	98.29	1324	55.32	*	1347	multidrug and toxic compound extrusion (MATE) transporter	fluoroquinolone antibiotic; disinfecting agents and antiseptics	antibiotic efflux
gb|AE006468.2|-|393893-397061|ARO:3000790|mdsB	mdsB	3000790	protein homolog model	CARD	CARD curation	no data	no data	Salmonella enterica	15	0	15	6.66	211	36.00	*	3168	resistance-nodulation-cell division (RND) antibiotic efflux pump	monobactam; carbapenem; cephalosporin; cephamycin; penam; phenicol antibiotic; penem	antibiotic efflux
gb|L36601.1|+|1420-3130|ARO:3003036|oleB	oleB	3003036	protein homolog model	CARD	CARD curation	no data	no data	Streptomyces antibioticus	50	0	50	7.13	122	53.16	*	1710	Miscellaneous ABC-F subfamily ATP-binding cassette ribosomal protection proteins	macrolide antibiotic	antibiotic target protection
gb|KJ135343.1|+|14-839|ARO:3001574|OXA-388	OXA-388	3001574	protein homolog model	CARD	CARD curation	no data	no data	Acinetobacter baumannii	3	0	3	18.06	149	0.00	*	825	OXA beta-lactamase	carbapenem; cephalosporin; penam	antibiotic inactivation
gb|AJ277414.1|+|0-861|ARO:3000952|TEM-85	TEM-85	3000952	protein homolog model	CARD	CARD curation	no data	no data	Klebsiella pneumoniae	2	0	2	17.77	153	0.00	*	861	TEM beta-lactamase	monobactam; cephalosporin; penam; penem	antibiotic inactivation
gb|HQ203032.1|+|0-345|ARO:3000245|RbpA	RbpA	3000245	protein homolog model	CARD	CARD curation	no data	no data	Mycolicibacterium smegmatis	1	0	1	24.35	84	46.00	*	345	RbpA bacterial RNA polymerase-binding protein	rifamycin antibiotic	antibiotic target protection
gb|AP009048.1|+|2586250-2589364|ARO:3000491|acrD	acrD	3000491	protein homolog model	CARD	CARD curation	no data	no data	Escherichia coli	787	0	787	66.41	2068	36.50	*	3114	resistance-nodulation-cell division (RND) antibiotic efflux pump	aminoglycoside antibiotic	antibiotic efflux
gb|FR717535.1|+|0-861|ARO:3000910|TEM-40	TEM-40	3000910	protein homolog model	CARD	CARD curation	no data	no data	Escherichia coli	3	0	3	35.42	305	0.00	*	861	TEM beta-lactamase	monobactam; cephalosporin; penam; penem	antibiotic inactivation
gb|AP009048.1|-|4306556-4307588|ARO:3003548|mdtN	mdtN	3003548	protein homolog model	CARD	CARD curation	no data	no data	Escherichia coli	1	0	1	4.36	45	50.00	*	1032	major facilitator superfamily (MFS) antibiotic efflux pump	nucleoside antibiotic; disinfecting agents and antiseptics	antibiotic efflux
gb|AJ632249.1|+|0-810|ARO:3001772|OXA-59	OXA-59	3001772	protein homolog model	CARD	CARD curation	no data	no data	Burkholderia pseudomallei	3	0	3	6.05	49	0.00	*	810	OXA beta-lactamase	carbapenem; cephalosporin; penam	antibiotic inactivation
gb|KF944358.1|+|0-861|ARO:3001393|TEM-216	TEM-216	3001393	protein homolog model	CARD	CARD curation	no data	no data	Escherichia coli	1	0	1	11.15	96	0.00	*	861	TEM beta-lactamase	monobactam; cephalosporin; penam; penem	antibiotic inactivation
gb|DQ909059.1|+|0-861|ARO:3001023|TEM-157	TEM-157	3001023	protein homolog model	CARD	CARD curation	no data	no data	Enterobacter cloacae	28	0	28	82.81	713	0.00	*	861	TEM beta-lactamase	monobactam; cephalosporin; penam; penem	antibiotic inactivation
gb|JQ768046.1|+|7760-9440|ARO:3001313|facT	facT	3001313	protein homolog model	CARD	CARD curation	no data	no data	Streptomyces sp.	12	0	12	4.29	72	25.67	*	1680	major facilitator superfamily (MFS) antibiotic efflux pump	elfamycin antibiotic	antibiotic efflux
gb|CP001182.2|+|3283426-3284677|ARO:3000780|adeI	adeI	3000780	protein homolog model	CARD	CARD curation	no data	no data	Acinetobacter baumannii	569	0	569	100.00	1251	59.86	*	1251	resistance-nodulation-cell division (RND) antibiotic efflux pump	macrolide antibiotic; fluoroquinolone antibiotic; lincosamide antibiotic; carbapenem; cephalosporin; tetracycline antibiotic; rifamycin antibiotic; diaminopyrimidine antibiotic; phenicol antibiotic; penem	antibiotic efflux
gb|AJ250876.1|+|36-987|ARO:3000851|THIN-B	THIN-B	3000851	protein homolog model	CARD	CARD curation	no data	no data	Janthinobacterium lividum	1	0	1	8.10	77	14.00	*	951	THIN-B beta-lactamase	carbapenem; cephalosporin; penam	antibiotic inactivation
gb|U00096.1|+|3415032-3418137|ARO:3000502|AcrF	AcrF	3000502	protein homolog model	CARD	CARD curation	no data	no data	Escherichia coli	369	0	369	24.90	773	15.44	*	3105	resistance-nodulation-cell division (RND) antibiotic efflux pump	fluoroquinolone antibiotic; cephalosporin; cephamycin; penam	antibiotic efflux
gb|U00096.1|+|3413863-3415021|ARO:3000499|AcrE	AcrE	3000499	protein homolog model	CARD	CARD curation	no data	no data	Escherichia coli	11	0	11	6.04	70	25.91	*	1158	resistance-nodulation-cell division (RND) antibiotic efflux pump	fluoroquinolone antibiotic; cephalosporin; cephamycin; penam	antibiotic efflux
gb|EU427302.2|+|1475-2618|ARO:3001829|ACT-4	ACT-4	3001829	protein homolog model	CARD	CARD curation	no data	no data	Enterobacter asburiae	26	0	26	48.03	549	12.96	*	1143	ACT beta-lactamase	carbapenem; cephalosporin; cephamycin; penam	antibiotic inactivation
gb|EF136377.1|+|0-861|ARO:3001026|TEM-160	TEM-160	3001026	protein homolog model	CARD	CARD curation	no data	no data	Proteus mirabilis	1	0	1	4.30	37	0.00	*	861	TEM beta-lactamase	monobactam; cephalosporin; penam; penem	antibiotic inactivation
gb|FJ919776.1|+|208-1069|ARO:3001034|TEM-168	TEM-168	3001034	protein homolog model	CARD	CARD curation	no data	no data	Escherichia coli	3	0	3	24.97	215	0.00	*	861	TEM beta-lactamase	monobactam; cephalosporin; penam; penem	antibiotic inactivation
gb|AF427127.1|+|208-1069|ARO:3000948|TEM-81	TEM-81	3000948	protein homolog model	CARD	CARD curation	no data	no data	Escherichia coli	3	0	3	42.04	362	0.00	*	861	TEM beta-lactamase	monobactam; cephalosporin; penam; penem	antibiotic inactivation
gb|BX571965.1|-|2150965-2152165|ARO:3002982|amrA	amrA	3002982	protein homolog model	CARD	CARD curation	no data	no data	Burkholderia pseudomallei	793	0	793	71.42	857	50.40	*	1200	resistance-nodulation-cell division (RND) antibiotic efflux pump	aminoglycoside antibiotic	antibiotic efflux
gb|AF173226.1|-|351-1041|ARO:3003066|smeR	smeR	3003066	protein homolog model	CARD	CARD curation	no data	no data	Stenotrophomonas maltophilia	150	0	150	44.64	308	45.12	*	690	resistance-nodulation-cell division (RND) antibiotic efflux pump	aminoglycoside antibiotic; cephalosporin; cephamycin; penam	antibiotic efflux
gb|AL123456.3|-|3626662-3627349|ARO:3000816|mtrA	mtrA	3000816	protein homolog model	CARD	CARD curation	no data	no data	Mycobacterium tuberculosis	5	0	5	32.90	226	46.40	*	687	resistance-nodulation-cell division (RND) antibiotic efflux pump	macrolide antibiotic; penam	antibiotic efflux
gb|EF125013.1|+|0-1146|ARO:3001823|ACT-3	ACT-3	3001823	protein homolog model	CARD	CARD curation	no data	no data	Klebsiella pneumoniae	2	0	2	13.18	151	0.00	*	1146	ACT beta-lactamase	carbapenem; cephalosporin; cephamycin; penam	antibiotic inactivation
gb|EU408346.1|-|4825-5713|ARO:3002482|LRA-1	LRA-1	3002482	protein homolog model	CARD	CARD curation	no data	no data	uncultured bacterium	1	0	1	4.62	41	13.00	*	888	class A LRA beta-lactamase	cephalosporin; penam	antibiotic inactivation
gb|AY623658.2|+|12449-13472|ARO:3000594|ErmR	ErmR	3000594	protein homolog model	CARD	CARD curation	no data	no data	Aeromicrobium erythreum	1	0	1	3.42	35	60.00	*	1023	Erm 23S ribosomal RNA methyltransferase	macrolide antibiotic; lincosamide antibiotic; streptogramin antibiotic; streptogramin A antibiotic; streptogramin B antibiotic	antibiotic target alteration
gb|JN935136.1|+|0-861|ARO:3001054|TEM-194	TEM-194	3001054	protein homolog model	CARD	CARD curation	no data	no data	Acinetobacter baumannii	2	0	2	13.12	113	0.00	*	861	TEM beta-lactamase	monobactam; cephalosporin; penam; penem	antibiotic inactivation
gb|U57969.1|+|1485-4617|ARO:3000801|MexD	MexD	3000801	protein homolog model	CARD	CARD curation	no data	no data	Pseudomonas aeruginosa	309	0	309	37.48	1174	35.34	*	3132	resistance-nodulation-cell division (RND) antibiotic efflux pump	macrolide antibiotic; fluoroquinolone antibiotic; aminoglycoside antibiotic; cephalosporin; penam; tetracycline antibiotic; aminocoumarin antibiotic; diaminopyrimidine antibiotic; phenicol antibiotic	antibiotic efflux
gb|AY264780.2|-|1824-3006|ARO:3000569|tet(41)	tet(41)	3000569	protein homolog model	CARD	CARD curation	no data	no data	Serratia marcescens	50	0	50	22.34	264	37.58	*	1182	major facilitator superfamily (MFS) antibiotic efflux pump	tetracycline antibiotic	antibiotic efflux
gb|CP033607.1|+|310893-312888|ARO:3002882|lmrD	lmrD	3002882	protein homolog model	CARD	CARD curation	no data	no data	Lactococcus lactis	5	0	5	29.07	580	60.00	*	1995	ATP-binding cassette (ABC) antibiotic efflux pump	lincosamide antibiotic	antibiotic efflux
gb|HQ877606.1|+|0-861|ARO:3001056|TEM-197	TEM-197	3001056	protein homolog model	CARD	CARD curation	no data	no data	Klebsiella pneumoniae	13	0	13	58.42	503	0.00	*	861	TEM beta-lactamase	monobactam; cephalosporin; penam; penem	antibiotic inactivation
gb|AB639410.1|+|0-1404|ARO:3003039|OprA	OprA	3003039	protein homolog model	CARD	CARD curation	no data	no data	Pseudomonas aeruginosa	106	0	106	5.91	83	34.76	*	1404	resistance-nodulation-cell division (RND) antibiotic efflux pump	macrolide antibiotic; fluoroquinolone antibiotic; aminoglycoside antibiotic; carbapenem; tetracycline antibiotic	antibiotic efflux
gb|KM087864.1|+|0-1146|ARO:3002179|MIR-14	MIR-14	3002179	protein homolog model	CARD	CARD curation	no data	no data	Enterobacter asburiae	13	0	13	32.11	368	11.62	*	1146	MIR beta-lactamase	monobactam; cephalosporin	antibiotic inactivation
gb|AE004091.2|+|3982020-3984009|ARO:3002985|arnA	arnA	3002985	protein homolog model	CARD	CARD curation	no data	no data	Pseudomonas aeruginosa	1227	0	1227	62.39	1241	51.50	*	1989	pmr phosphoethanolamine transferase	peptide antibiotic	antibiotic target alteration
gb|DQ072853.1|+|0-861|ARO:3001003|TEM-139	TEM-139	3001003	protein homolog model	CARD	CARD curation	no data	no data	Klebsiella pneumoniae	1	0	1	17.54	151	0.00	*	861	TEM beta-lactamase	monobactam; cephalosporin; penam; penem	antibiotic inactivation
gb|AY130282.1|+|0-762|ARO:3000980|TEM-117	TEM-117	3000980	protein homolog model	CARD	CARD curation	no data	no data	Escherichia coli	3	0	3	41.73	318	0.00	*	762	TEM beta-lactamase	monobactam; cephalosporin; penam; penem	antibiotic inactivation
gb|AY769962.1|+|5610-7065|ARO:3000782|adeK	adeK	3000782	protein homolog model	CARD	CARD curation	no data	no data	Acinetobacter baumannii	729	0	729	100.00	1455	59.99	*	1455	resistance-nodulation-cell division (RND) antibiotic efflux pump	macrolide antibiotic; fluoroquinolone antibiotic; lincosamide antibiotic; carbapenem; cephalosporin; tetracycline antibiotic; rifamycin antibiotic; diaminopyrimidine antibiotic; phenicol antibiotic; penem	antibiotic efflux
gb|JQ727668.1|+|0-375|ARO:3000823|ramA	ramA	3000823	protein homolog model	CARD	CARD curation	no data	no data	Enterobacter cloacae	45	0	45	91.47	343	59.91	*	375	resistance-nodulation-cell division (RND) antibiotic efflux pump; General Bacterial Porin with reduced permeability to beta-lactams	fluoroquinolone antibiotic; monobactam; carbapenem; cephalosporin; glycylcycline; cephamycin; penam; tetracycline antibiotic; rifamycin antibiotic; phenicol antibiotic; penem; disinfecting agents and antiseptics	antibiotic efflux; reduced permeability to antibiotic
gb|AF347054.1|+|208-1069|ARO:3000947|TEM-80	TEM-80	3000947	protein homolog model	CARD	CARD curation	no data	no data	Enterobacter cloacae	1	0	1	15.45	133	0.00	*	861	TEM beta-lactamase	monobactam; cephalosporin; penam; penem	antibiotic inactivation
gb|DQ075245.1|+|217-1078|ARO:3001006|TEM-143	TEM-143	3001006	protein homolog model	CARD	CARD curation	no data	no data	Escherichia coli	1	0	1	5.81	50	0.00	*	861	TEM beta-lactamase	monobactam; cephalosporin; penam; penem	antibiotic inactivation
gb|AJ634602.1|-|7839-8700|ARO:3000999|TEM-135	TEM-135	3000999	protein homolog model	CARD	CARD curation	no data	no data	Salmonella enterica	1	0	1	17.54	151	0.00	*	861	TEM beta-lactamase	monobactam; cephalosporin; penam; penem	antibiotic inactivation
gb|M37839.2|+|927-2073|ARO:3002166|MIR-1	MIR-1	3002166	protein homolog model	CARD	CARD curation	no data	no data	Klebsiella pneumoniae	1	0	1	12.13	139	0.00	*	1146	MIR beta-lactamase	monobactam; cephalosporin	antibiotic inactivation
gb|AF535127.1|+|208-1069|ARO:3000978|TEM-115	TEM-115	3000978	protein homolog model	CARD	CARD curation	no data	no data	Klebsiella pneumoniae	2	0	2	24.51	211	0.00	*	861	TEM beta-lactamase	monobactam; cephalosporin; penam; penem	antibiotic inactivation
gb|U97042.1|+|0-1218|ARO:3003009|ceoA	ceoA	3003009	protein homolog model	CARD	CARD curation	no data	no data	Burkholderia cepacia	2138	0	2138	100.00	1218	59.15	*	1218	resistance-nodulation-cell division (RND) antibiotic efflux pump	fluoroquinolone antibiotic; aminoglycoside antibiotic	antibiotic efflux
gb|AJ000283.1|+|619-1849|ARO:3000343|tap	tap	3000343	protein homolog model	CARD	CARD curation	no data	no data	Mycolicibacterium fortuitum	1	0	1	12.28	151	28.00	*	1230	major facilitator superfamily (MFS) antibiotic efflux pump	tetracycline antibiotic	antibiotic efflux
gb|FR848831.1|+|0-861|ARO:3001375|TEM-184	TEM-184	3001375	protein homolog model	CARD	CARD curation	no data	no data	Escherichia coli	1	0	1	17.54	151	0.00	*	861	TEM beta-lactamase	monobactam; cephalosporin; penam; penem	antibiotic inactivation
gb|AF495873.1|+|0-861|ARO:3000964|TEM-101	TEM-101	3000964	protein homolog model	CARD	CARD curation	no data	no data	Escherichia coli	3	0	3	25.09	216	0.00	*	861	TEM beta-lactamase	monobactam; cephalosporin; penam; penem	antibiotic inactivation
gb|AJ488302.1|+|0-810|ARO:3001769|OXA-42	OXA-42	3001769	protein homolog model	CARD	CARD curation	no data	no data	Burkholderia pseudomallei	8	0	8	5.68	46	0.00	*	810	OXA beta-lactamase	carbapenem; cephalosporin; penam	antibiotic inactivation
gb|AF104441.1|+|193-1054|ARO:3000922|TEM-53	TEM-53	3000922	protein homolog model	CARD	CARD curation	no data	no data	Klebsiella pneumoniae	2	0	2	22.76	196	0.00	*	861	TEM beta-lactamase	monobactam; cephalosporin; penam; penem	antibiotic inactivation
gb|AP009048.1|+|2810082-2811255|ARO:3000027|emrA	emrA	3000027	protein homolog model	CARD	CARD curation	no data	no data	Escherichia coli	22	0	22	37.08	435	29.45	*	1173	major facilitator superfamily (MFS) antibiotic efflux pump	fluoroquinolone antibiotic	antibiotic efflux
gb|EU675686.2|+|3196-4042|ARO:3002616|aadA16	aadA16	3002616	protein homolog model	CARD	CARD curation	no data	no data	Escherichia coli	1	0	1	4.14	35	59.00	*	846	ANT(3'')	aminoglycoside antibiotic	antibiotic inactivation
gb|AY368236.1|+|0-861|ARO:3000989|TEM-127	TEM-127	3000989	protein homolog model	CARD	CARD curation	no data	no data	Escherichia coli	2	0	2	35.08	302	0.00	*	861	TEM beta-lactamase	monobactam; cephalosporin; penam; penem	antibiotic inactivation
gb|JX042489.1|+|141-1002|ARO:3000890|TEM-19	TEM-19	3000890	protein homolog model	CARD	CARD curation	no data	no data	Acinetobacter baumannii	3	0	3	31.13	268	0.00	*	861	TEM beta-lactamase	monobactam; cephalosporin; penam; penem	antibiotic inactivation
gb|AY758206.1|+|2743-3589|ARO:3002611|aadA11	aadA11	3002611	protein homolog model	CARD	CARD curation	no data	no data	Pseudomonas aeruginosa	9	0	9	5.20	44	60.00	*	846	ANT(3'')	aminoglycoside antibiotic	antibiotic inactivation
gb|M88143.1|+|367-1228|ARO:3000884|TEM-12	TEM-12	3000884	protein homolog model	CARD	CARD curation	no data	no data	Klebsiella oxytoca	2	0	2	19.74	170	0.00	*	861	TEM beta-lactamase	monobactam; cephalosporin; penam; penem	antibiotic inactivation
gb|AB015853.1|+|1330-4471|ARO:3003033|mexY	mexY	3003033	protein homolog model	CARD	CARD curation	no data	no data	Pseudomonas aeruginosa	333	0	333	37.31	1172	18.08	*	3141	resistance-nodulation-cell division (RND) antibiotic efflux pump	macrolide antibiotic; fluoroquinolone antibiotic; aminoglycoside antibiotic; carbapenem; cephalosporin; cephamycin; penam; tetracycline antibiotic; phenicol antibiotic; disinfecting agents and antiseptics	antibiotic efflux
gb|EU274580.1|+|214-1075|ARO:3001030|TEM-164	TEM-164	3001030	protein homolog model	CARD	CARD curation	no data	no data	Klebsiella pneumoniae	1	0	1	17.54	151	0.00	*	861	TEM beta-lactamase	monobactam; cephalosporin; penam; penem	antibiotic inactivation
gb|CP014358.1|-|2161325-2162750|ARO:3001327|MdtK	MdtK	3001327	protein homolog model	CARD	CARD curation	no data	no data	Salmonella enterica	165	0	165	17.47	249	32.65	*	1425	multidrug and toxic compound extrusion (MATE) transporter	fluoroquinolone antibiotic	antibiotic efflux
gb|DQ279850.1|+|0-861|ARO:3001014|TEM-147	TEM-147	3001014	protein homolog model	CARD	CARD curation	no data	no data	Pseudomonas aeruginosa	3	0	3	41.00	353	0.00	*	861	TEM beta-lactamase	monobactam; cephalosporin; penam; penem	antibiotic inactivation
gb|AY436361.1|+|131-992|ARO:3000995|TEM-131	TEM-131	3000995	protein homolog model	CARD	CARD curation	no data	no data	Salmonella enterica	2	0	2	23.11	199	0.00	*	861	TEM beta-lactamase	monobactam; cephalosporin; penam; penem	antibiotic inactivation
gb|KF478993.1|+|2576-3185|ARO:3002954|vanX_in_vanO_cl	vanX gene in vanO cluster	3002954	protein homolog model	CARD	CARD curation	no data	no data	Rhodococcus hoagii	1	0	1	5.42	33	60.00	*	609	vanX; glycopeptide resistance gene cluster	glycopeptide antibiotic	antibiotic target alteration
gb|AB039845.1|+|25-1945|ARO:3000186|tet(M)	tet(M)	3000186	protein homolog model	CARD	CARD curation	no data	no data	Erysipelothrix rhusiopathiae	2	0	2	15.57	299	60.00	*	1920	tetracycline-resistant ribosomal protection protein	tetracycline antibiotic	antibiotic target protection
gb|X65252.1|+|175-1036|ARO:3000880|TEM-8	TEM-8	3000880	protein homolog model	CARD	CARD curation	no data	no data	Klebsiella pneumoniae	1	0	1	4.65	40	0.00	*	861	TEM beta-lactamase	monobactam; cephalosporin; penam; penem	antibiotic inactivation
gb|X64523.1|-|476-1337|ARO:3000875|TEM-3	TEM-3	3000875	protein homolog model	CARD	CARD curation	no data	no data	Klebsiella pneumoniae	1	0	1	11.73	101	0.00	*	861	TEM beta-lactamase	monobactam; cephalosporin; penam; penem	antibiotic inactivation
gb|U00096.3|-|3203309-3204131|ARO:3002986|bacA	bacA	3002986	protein homolog model	CARD	CARD curation	no data	no data	Escherichia coli	309	0	309	68.86	566	43.46	*	822	undecaprenyl pyrophosphate related proteins	peptide antibiotic	antibiotic target alteration
gb|AF031326.1|+|0-441|ARO:3002561|AAC(6')-Ir	AAC(6')-Ir	3002561	protein homolog model	CARD	CARD curation	no data	no data	Acinetobacter colistiniresistens	2	0	2	46.71	206	60.00	*	441	AAC(6')	aminoglycoside antibiotic	antibiotic inactivation
gb|AY077482.1|+|161-1037|ARO:3002391|OXY-1-3	OXY-1-3	3002391	protein homolog model	CARD	CARD curation	no data	no data	Klebsiella oxytoca	4	0	4	5.59	49	0.00	*	876	OXY beta-lactamase	monobactam; cephalosporin; penam	antibiotic inactivation
gb|AF313472.2|+|15593-16397|ARO:3002639|APH(3'')-Ib	APH(3'')-Ib	3002639	protein homolog model	CARD	CARD curation	no data	no data	Pseudomonas aeruginosa	2	0	2	36.07	290	60.00	*	804	APH(3'')	aminoglycoside antibiotic	antibiotic inactivation
gb|U00096.1|+|2812615-2814154|ARO:3000074|emrB	emrB	3000074	protein homolog model	CARD	CARD curation	no data	no data	Escherichia coli	337	0	337	83.82	1290	0.23	*	1539	major facilitator superfamily (MFS) antibiotic efflux pump	fluoroquinolone antibiotic	antibiotic efflux
gb|AF427128.1|+|208-1069|ARO:3000949|TEM-82	TEM-82	3000949	protein homolog model	CARD	CARD curation	no data	no data	Escherichia coli	5	0	5	43.21	372	0.00	*	861	TEM beta-lactamase	monobactam; cephalosporin; penam; penem	antibiotic inactivation
gb|KF147862.1|+|0-654|ARO:3000559|adeN	adeN	3000559	protein homolog model	CARD	CARD curation	no data	no data	Acinetobacter baumannii	106	0	106	71.10	465	51.25	*	654	resistance-nodulation-cell division (RND) antibiotic efflux pump	macrolide antibiotic; fluoroquinolone antibiotic; lincosamide antibiotic; carbapenem; cephalosporin; tetracycline antibiotic; rifamycin antibiotic; diaminopyrimidine antibiotic; phenicol antibiotic; penem	antibiotic efflux
gb|AF188199.1|+|214-1075|ARO:3000936|TEM-70	TEM-70	3000936	protein homolog model	CARD	CARD curation	no data	no data	Escherichia coli	2	0	2	35.08	302	0.00	*	861	TEM beta-lactamase	monobactam; cephalosporin; penam; penem	antibiotic inactivation
gb|KF986260.1|+|20-845|ARO:3001565|OXA-379	OXA-379	3001565	protein homolog model	CARD	CARD curation	no data	no data	Acinetobacter baumannii	1	0	1	15.52	128	0.00	*	825	OXA beta-lactamase	carbapenem; cephalosporin; penam	antibiotic inactivation
gb|AP009048.1|-|3980025-3981183|ARO:3000795|mdtE	mdtE	3000795	protein homolog model	CARD	CARD curation	no data	no data	Escherichia coli	2	0	2	20.03	232	60.00	*	1158	resistance-nodulation-cell division (RND) antibiotic efflux pump	macrolide antibiotic; fluoroquinolone antibiotic; penam	antibiotic efflux
gb|EU408352.1|-|35394-37224|ARO:3002484|LRA-13	LRA-13	3002484	protein homolog model	CARD	CARD curation	no data	no data	uncultured bacterium	28	0	28	2.57	47	60.00	*	1830	class C LRA beta-lactamase; class D LRA beta-lactamase	cephalosporin; penam	antibiotic inactivation
gb|KC865667.1|+|183-1044|ARO:3001385|TEM-208	TEM-208	3001385	protein homolog model	CARD	CARD curation	no data	no data	Escherichia coli	1	0	1	17.54	151	0.00	*	861	TEM beta-lactamase	monobactam; cephalosporin; penam; penem	antibiotic inactivation
gb|AP009048.1|+|1621287-1621671|ARO:3000263|marA	marA	3000263	protein homolog model	CARD	CARD curation	no data	no data	Escherichia coli	30	0	30	59.38	228	60.00	*	384	resistance-nodulation-cell division (RND) antibiotic efflux pump; General Bacterial Porin with reduced permeability to beta-lactams	fluoroquinolone antibiotic; monobactam; carbapenem; cephalosporin; glycylcycline; cephamycin; penam; tetracycline antibiotic; rifamycin antibiotic; phenicol antibiotic; penem; disinfecting agents and antiseptics	antibiotic efflux; reduced permeability to antibiotic
gb|AM183304.1|+|208-1069|ARO:3001017|TEM-150	TEM-150	3001017	protein homolog model	CARD	CARD curation	no data	no data	Escherichia coli	1	0	1	17.54	151	0.00	*	861	TEM beta-lactamase	monobactam; cephalosporin; penam; penem	antibiotic inactivation
gb|AE002098.2|-|1791966-1795170|ARO:3000811|mtrD	mtrD	3000811	protein homolog model	CARD	CARD curation	no data	no data	Neisseria meningitidis	3	0	3	1.47	47	47.67	*	3204	resistance-nodulation-cell division (RND) antibiotic efflux pump	macrolide antibiotic; penam	antibiotic efflux
gb|L11616.1|+|1569-4710|ARO:3000378|MexB	MexB	3000378	protein homolog model	CARD	CARD curation	no data	no data	Pseudomonas aeruginosa	1596	0	1596	64.28	2019	36.79	*	3141	resistance-nodulation-cell division (RND) antibiotic efflux pump	macrolide antibiotic; fluoroquinolone antibiotic; monobactam; carbapenem; cephalosporin; cephamycin; penam; tetracycline antibiotic; peptide antibiotic; aminocoumarin antibiotic; diaminopyrimidine antibiotic; sulfonamide antibiotic; phenicol antibiotic; penem	antibiotic efflux
gb|AF090987.1|+|0-1185|ARO:3000561|tet(30)	tet(30)	3000561	protein homolog model	CARD	CARD curation	no data	no data	Agrobacterium fabrum	1	0	1	8.19	97	27.00	*	1185	major facilitator superfamily (MFS) antibiotic efflux pump	tetracycline antibiotic	antibiotic efflux
gb|AY288915.1|+|0-861|ARO:3001107|SHV-50	SHV-50	3001107	protein homolog model	CARD	CARD curation	no data	no data	Klebsiella pneumoniae	1	0	1	17.54	151	0.00	*	861	SHV beta-lactamase	carbapenem; cephalosporin; penam	antibiotic inactivation
gb|FJ807656.1|+|0-861|ARO:3001020|TEM-154	TEM-154	3001020	protein homolog model	CARD	CARD curation	no data	no data	Escherichia coli	2	0	2	27.29	235	0.00	*	861	TEM beta-lactamase	monobactam; cephalosporin; penam; penem	antibiotic inactivation
gb|AF173226.1|+|3767-6917|ARO:3003052|smeB	smeB	3003052	protein homolog model	CARD	CARD curation	no data	no data	Stenotrophomonas maltophilia	364	0	364	20.00	630	33.22	*	3150	resistance-nodulation-cell division (RND) antibiotic efflux pump	aminoglycoside antibiotic; cephalosporin; cephamycin; penam	antibiotic efflux
gb|AF516720.1|+|214-1075|ARO:3000968|TEM-105	TEM-105	3000968	protein homolog model	CARD	CARD curation	no data	no data	Escherichia coli	2	0	2	7.08	61	0.00	*	861	TEM beta-lactamase	monobactam; cephalosporin; penam; penem	antibiotic inactivation
gb|JN416112.1|+|0-861|ARO:3001050|TEM-190	TEM-190	3001050	protein homolog model	CARD	CARD curation	no data	no data	Escherichia coli	1	0	1	17.54	151	0.00	*	861	TEM beta-lactamase	monobactam; cephalosporin; penam; penem	antibiotic inactivation
gb|GQ853680.1|+|0-825|ARO:3001454|OXA-149	OXA-149	3001454	protein homolog model	CARD	CARD curation	no data	no data	Acinetobacter baumannii	6	0	6	22.30	184	0.00	*	825	OXA beta-lactamase	carbapenem; cephalosporin; penam	antibiotic inactivation
