assembly_accession	bioproject	biosample	wgs_master	excluded_from_refseq	refseq_category	relation_to_type_material	taxid	species_taxid	organism_name	infraspecific_name	isolate	version_status	assembly_level	release_type	genome_rep	seq_rel_date	asm_name	submitter	gbrs_paired_asm	paired_asm_comp	ftp_path	local_filename
GCA_000005505.4	PRJNA32607	SAMN02981254	ADDN00000000.3		representative genome		15368	15368	Brachypodium distachyon	strain=Bd21		latest	Chromosome	Major	Full	2018/01/24	Brachypodium_distachyon_v3.0	JGI-PGF	GCF_000005505.3	different	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/005/505/GCA_000005505.4_Brachypodium_distachyon_v3.0	./genbank/GCA_000005505.4_Brachypodium_distachyon_v3.0_genomic.fna.gz
GCA_001742125.1	PRJNA319372	SAMN04886374	LXJM00000000.1		na		15368	15368	Brachypodium distachyon	cultivar=ABR6		latest	Contig	Major	Full	2016/09/22	ASM174212v1	The Sainsbury Laboratory	na	na	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/742/125/GCA_001742125.1_ASM174212v1	./genbank/GCA_001742125.1_ASM174212v1_genomic.fna.gz
GCA_002892295.1	PRJNA377287	SAMN06459228	MXQA00000000.1		na		15368	15368	Brachypodium distachyon		BdTR13k	latest	Contig	Major	Full	2018/01/18	ASM289229v1	The Sainsbury Laboratory	na	na	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/892/295/GCA_002892295.1_ASM289229v1	./genbank/GCA_002892295.1_ASM289229v1_genomic.fna.gz
GCA_002892335.1	PRJNA377287	SAMN06459227	MXPZ00000000.1		na		15368	15368	Brachypodium distachyon		BdTR10h	latest	Contig	Major	Full	2018/01/18	ASM289233v1	The Sainsbury Laboratory	na	na	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/892/335/GCA_002892335.1_ASM289233v1	./genbank/GCA_002892335.1_ASM289233v1_genomic.fna.gz
GCA_002916485.2	PRJNA356989	SAMN08193751	PKSI00000000.2		representative genome		16719	16719	Juglans nigra		N1	latest	Chromosome	Major	Full	2021/10/27	ASM291648v2	Beijing Normal University	na	na	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/916/485/GCA_002916485.2_ASM291648v2	./genbank/GCA_002916485.2_ASM291648v2_genomic.fna.gz
GCA_003123865.1	PRJNA445704	SAMN08795865	QEOV00000000.1		na		16719	16719	Juglans nigra	cultivar=Sparrow		latest	Scaffold	Major	Full	2018/05/14	ASM312386v1	University of California Davis	na	na	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/123/865/GCA_003123865.1_ASM312386v1	./genbank/GCA_003123865.1_ASM312386v1_genomic.fna.gz
GCA_002201585.1	PRJNA360679	SAMN06227009	MTKT00000000.1		na		22663	22663	Punica granatum	cultivar=Dabenzi		latest	Scaffold	Major	Full	2017/06/20	ASM220158v1	BGI-Shenzen	na	na	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/201/585/GCA_002201585.1_ASM220158v1	./genbank/GCA_002201585.1_ASM220158v1_genomic.fna.gz
GCA_002837095.1	PRJNA413660	SAMN07760148	PGOL00000000.1		na		22663	22663	Punica granatum	ecotype=Azerbaijan, /strain=AG2017		latest	Scaffold	Major	Full	2017/12/12	ASM283709v1	Genetic Resources Institute	na	na	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/837/095/GCA_002837095.1_ASM283709v1	./genbank/GCA_002837095.1_ASM283709v1_genomic.fna.gz
GCA_002864125.1	PRJNA355913	SAMN06099023	MTJX00000000.1		na		22663	22663	Punica granatum	cultivar=Taishanhong		latest	Scaffold	Major	Full	2018/01/05	ASM286412v1	Co-Innovation Center for Sustainable Forestry in Southern China	na	na	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/864/125/GCA_002864125.1_ASM286412v1	./genbank/GCA_002864125.1_ASM286412v1_genomic.fna.gz
GCA_007655135.2	PRJNA324150	SAMN05193489	MABG00000000.2		representative genome		22663	22663	Punica granatum		Tunisia-2019	latest	Chromosome	Major	Full	2019/10/22	ASM765513v2	Chinese Academy of Agricultural Sciences	GCF_007655135.1	different	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/007/655/135/GCA_007655135.2_ASM765513v2	./genbank/GCA_007655135.2_ASM765513v2_genomic.fna.gz
GCA_019425735.1	PRJNA562100	SAMN08803844	JAHLXB000000000.1		na		22663	22663	Punica granatum	cultivar=Bhagwa		latest	Scaffold	Major	Full	2021/07/30	PMGT_Bhagwa	Indian Council of Agricultural Research	na	na	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/019/425/735/GCA_019425735.1_PMGT_Bhagwa	./genbank/GCA_019425735.1_PMGT_Bhagwa_genomic.fna.gz
GCA_006409495.1	PRJNA488791	SAMN09943627	QZGG00000000.1		representative genome		23029	23029	Sedum album		RV-2014	latest	Contig	Major	Full	2019/06/24	Sedum_album_v3	Michigan State University	na	na	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/006/409/495/GCA_006409495.1_Sedum_album_v3	./genbank/GCA_006409495.1_Sedum_album_v3_genomic.fna.gz
GCA_013391885.1	PRJDB10055	SAMD00229903	BLYA00000000.1		representative genome		23110	23110	Hydrangea macrophylla	cultivar=Aogashima-1		latest	Scaffold	Major	Full	2020/06/24	HMA_r1.2_0	Kazusa DNA Research Institute	na	na	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/013/391/885/GCA_013391885.1_HMA_r1.2_0	./genbank/GCA_013391885.1_HMA_r1.2_0_genomic.fna.gz
GCA_013391905.1	PRJDB10056	SAMD00229903	BLYB00000000.1		na		23110	23110	Hydrangea macrophylla	cultivar=Aogashima-1		latest	Scaffold	Major	Full	2020/06/24	HMA_r1.2_1	Kazusa DNA Research Institute	na	na	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/013/391/905/GCA_013391905.1_HMA_r1.2_1	./genbank/GCA_013391905.1_HMA_r1.2_1_genomic.fna.gz
GCA_019955255.1	PRJNA291138	SAMN03940282	NSJW00000000.1		representative genome		24962	24962	Castanospermum australe		CA-2011	latest	Scaffold	Major	Full	2021/09/13	CAUS_2016PP	Wageningen University	na	na	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/019/955/255/GCA_019955255.1_CAUS_2016PP	./genbank/GCA_019955255.1_CAUS_2016PP_genomic.fna.gz
GCA_001662425.1	PRJDB4711	SAMD00049916	BDDC00000000.1		representative genome		28458	28458	Chlamydomonas sphaeroides	strain=NIES-2242		latest	Scaffold	Major	Full	2016/04/26	Csp_assembly01	Department of Life Sciences, Graduate School of Arts and Sciences, University of Tokyo	na	na	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/662/425/GCA_001662425.1_Csp_assembly01	./genbank/GCA_001662425.1_Csp_assembly01_genomic.fna.gz
GCA_000753965.2	PRJNA214803	SAMN02315103	JPXE00000000.2		representative genome		28502	28502	Amaranthus hypochondriacus		AhG2s	latest	Chromosome	Major	Full	2020/10/02	IBAB_Ahyp_2.0	Institute of Bioinformatics and Applied Biotechnology	na	na	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/753/965/GCA_000753965.2_IBAB_Ahyp_2.0	./genbank/GCA_000753965.2_IBAB_Ahyp_2.0_genomic.fna.gz
GCA_003675935.1	PRJNA471952	SAMN09222897	QKXD00000000.1		na		28511	28511	Pogostemon cablin		Gaoche1L2016	latest	Scaffold	Major	Full	2018/10/23	DSBC_Pcab_1.0	DNA Stories Bioinformatics Center	na	na	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/675/935/GCA_003675935.1_DSBC_Pcab_1.0	./genbank/GCA_003675935.1_DSBC_Pcab_1.0_genomic.fna.gz
GCA_023678885.1	PRJNA647235	SAMN15579894	JAHCLQ000000000.1		representative genome		28511	28511	Pogostemon cablin	ecotype=shipai	S1-5	latest	Chromosome	Major	Full	2022/06/08	GZUCM_PCab_1.0	Guangzhou University of Chinese Medicine	na	na	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/023/678/885/GCA_023678885.1_GZUCM_PCab_1.0	./genbank/GCA_023678885.1_GZUCM_PCab_1.0_genomic.fna.gz
GCA_000577875.1	PRJEB5228	SAMEA3138941	CBYR000000000.1		na		28526	28526	Solanum pennellii			latest	Contig	Major	Full	2014/02/20	Sopen10	PRI	na	na	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/577/875/GCA_000577875.1_Sopen10	./genbank/GCA_000577875.1_Sopen10_genomic.fna.gz
GCA_000820945.1	PRJEB5228	SAMEA2735474	CCXL00000000.1		na		28526	28526	Solanum pennellii			latest	Contig	Major	Full	2014/09/23	SPen_1.0	PRI	na	na	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/820/945/GCA_000820945.1_SPen_1.0	./genbank/GCA_000820945.1_SPen_1.0_genomic.fna.gz
GCA_001406875.2	PRJEB5809	SAMEA3283146			representative genome		28526	28526	Solanum pennellii			latest	Chromosome	Major	Full	2014/07/11	SPENNV200	RWTH Aachen	GCF_001406875.1	different	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/406/875/GCA_001406875.2_SPENNV200	./genbank/GCA_001406875.2_SPENNV200_genomic.fna.gz
GCA_018105755.1	PRJNA662820	SAMN16095328	JACXJD000000000.1		na		28529	28529	Bretschneidera sinensis		BLS-GD	latest	Chromosome	Major	Full	2021/04/23	ASM1810575v1	South China Botanical Garden, Chinese Academy of Sciences	na	na	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/018/105/755/GCA_018105755.1_ASM1810575v1	./genbank/GCA_018105755.1_ASM1810575v1_genomic.fna.gz
GCA_023935145.1	PRJNA779618	SAMN23041852	JALCZK000000000.1		representative genome		28529	28529	Bretschneidera sinensis		HZ_2021	latest	Chromosome	Major	Full	2022/06/28	ASM2393514v1	Lanzhou University	na	na	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/023/935/145/GCA_023935145.1_ASM2393514v1	./genbank/GCA_023935145.1_ASM2393514v1_genomic.fna.gz
GCA_000463585.1	PRJNA175230	SAMN02981509	AOUI00000000.1		representative genome		28532	28532	Tarenaya hassleriana			latest	Scaffold	Major	Full	2013/09/05	ASM46358v1	Beijing Genomics Institution-shenzhen	GCF_000463585.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/463/585/GCA_000463585.1_ASM46358v1	./genbank/GCA_000463585.1_ASM46358v1_genomic.fna.gz
GCA_024346515.1	PRJDB3595	SAMD00071601	BQKJ000000000.1		na		28911	4679	Allium cepa var. aggregatum	cultivar=Chiang Mai		latest	Scaffold	Major	Full	2022/06/17	shallot_DHA_v1	Yamaguchi University	na	na	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/024/346/515/GCA_024346515.1_shallot_DHA_v1	./genbank/GCA_024346515.1_shallot_DHA_v1_genomic.fna.gz
GCA_014362285.1	PRJDB8757	SAMD00184898	BKZX00000000.1		representative genome		28929	28929	Fagus crenata		MieU_EA384	latest	Scaffold	Major	Full	2020/08/19	Fagus_crenata_1.0	Graduate School and Faculty of Bioresources, Mie University: Graduate School of Bioagricultural Sciences, Nagoya University	na	na	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/014/362/285/GCA_014362285.1_Fagus_crenata_1.0	./genbank/GCA_014362285.1_Fagus_crenata_1.0_genomic.fna.gz
GCA_003347535.1	PRJNA450822	SAMN08948264	QCXR00000000.1		na		28930	28930	Fagus sylvatica	ecotype=Galio odorati-Fagetum	FS_037	latest	Scaffold	Major	Full	2018/07/31	UKW_Fsyl_0.5	Kazimierz Wielki University	na	na	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/347/535/GCA_003347535.1_UKW_Fsyl_0.5	./genbank/GCA_003347535.1_UKW_Fsyl_0.5_genomic.fna.gz
GCA_907173295.1	PRJEB43845	SAMEA104449890	CAJSFY000000000.1		representative genome		28930	28930	Fagus sylvatica			latest	Chromosome	Major	Full	2021/05/17	Bhaga_Chr	Senckenberg Biodiversity and Climate Research Center, Frankfurt am Main	na	na	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/907/173/295/GCA_907173295.1_Bhaga_Chr	./genbank/GCA_907173295.1_Bhaga_Chr_genomic.fna.gz
GCA_007258455.2	PRJNA542879	SAMN11654426	VDFB00000000.2		representative genome		28980	28980	Sequoia sempervirens		SESE104	latest	Scaffold	Major	Full	2021/06/02	SESE.2.2	Johns Hopkins University	na	na	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/007/258/455/GCA_007258455.2_SESE.2.2	./genbank/GCA_007258455.2_SESE.2.2_genomic.fna.gz
GCA_001185155.1	PRJNA41721	SAMN00991190	LFYR00000000.1		representative genome		29655	29655	Zostera marina	strain=Finnish		latest	Scaffold	Major	Full	2015/07/22	Zosma_marina.v.2.1	JGI-PGF	na	na	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/185/155/GCA_001185155.1_Zosma_marina.v.2.1	./genbank/GCA_001185155.1_Zosma_marina.v.2.1_genomic.fna.gz
GCA_000504445.1	PRJNA205940	SAMN02981544	ATDW00000000.1		na		29656	29656	Spirodela polyrhiza	strain=7498		latest	Contig	Major	Full	2013/12/06	Spirodela_polyrhiza_v01	Waksman Institute	na	na	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/504/445/GCA_000504445.1_Spirodela_polyrhiza_v01	./genbank/GCA_000504445.1_Spirodela_polyrhiza_v01_genomic.fna.gz
GCA_001981405.1	PRJNA308109	SAMN04386762			na		29656	29656	Spirodela polyrhiza	strain=9509		latest	Chromosome	Major	Full	2017/01/17	ASM198140v1	Donald Danforth Plant Science Center	na	na	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/981/405/GCA_001981405.1_ASM198140v1	./genbank/GCA_001981405.1_ASM198140v1_genomic.fna.gz
GCA_008360905.1	PRJNA520740	SAMN10866280	SWLF00000000.1		na		29656	29656	Spirodela polyrhiza	strain=7498		latest	Scaffold	Major	Full	2019/09/09	ASM836090v1	Shanghai Jiao Tong University	na	na	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/008/360/905/GCA_008360905.1_ASM836090v1	./genbank/GCA_008360905.1_ASM836090v1_genomic.fna.gz
GCA_013350415.1	PRJNA611786	SAMN14514037	JAAVWL000000000.1		na		29656	29656	Spirodela polyrhiza		Sp9504	latest	Scaffold	Major	Full	2020/06/16	ASM1335041v1	J. Craig Venter Institute	na	na	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/013/350/415/GCA_013350415.1_ASM1335041v1	./genbank/GCA_013350415.1_ASM1335041v1_genomic.fna.gz
GCA_900492545.1	PRJEB27612	SAMEA4777370	UIDA00000000.1		representative genome		29656	29656	Spirodela polyrhiza			latest	Scaffold	Major	Full	2018/08/31	Spirodela polyrhiza 9509 v3	J CRAIG VENTER INSTITUTE	na	na	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/492/545/GCA_900492545.1_Spirodela_polyrhiza_9509_v3	./genbank/GCA_900492545.1_Spirodela_polyrhiza_9509_v3_genomic.fna.gz
GCA_900536055.1	PRJEB28272	SAMEA4838158	UNPA00000000.1		na		29656	29656	Spirodela polyrhiza			latest	Scaffold	Major	Full	2018/09/07	Sp9509v3	J CRAIG VENTER INSTITUTE	na	na	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/536/055/GCA_900536055.1_Sp9509v3	./genbank/GCA_900536055.1_Sp9509v3_genomic.fna.gz
GCA_003369855.1	PRJNA454287	SAMN09001275	QEPD00000000.1		representative genome		29674	29674	Eleusine indica		HZ-2018	latest	Scaffold	Major	Full	2018/08/10	ASM336985v1	Auburn University	na	na	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/369/855/GCA_003369855.1_ASM336985v1	./genbank/GCA_003369855.1_ASM336985v1_genomic.fna.gz
GCA_022709325.1	PRJNA397548	SAMN07460490	NQIJ00000000.1		na		29674	29674	Eleusine indica	cultivar=EC516245		latest	Scaffold	Major	Full	2022/03/28	ASM2270932v1	University of Agricultural Sciences	na	na	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/022/709/325/GCA_022709325.1_ASM2270932v1	./genbank/GCA_022709325.1_ASM2270932v1_genomic.fna.gz
GCA_008808055.2	PRJNA479677	SAMN09601648	VSTD00000000.2		representative genome		29706	29706	Sporobolus alterniflorus		RG_29706	latest	Scaffold	Major	Full	2020/03/31	ASM880805v2	IRIDIAN GENOMES	na	na	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/008/808/055/GCA_008808055.2_ASM880805v2	./genbank/GCA_008808055.2_ASM880805v2_genomic.fna.gz
GCA_000612285.2	PRJNA203683	SAMN02981570	AYOE00000000.1		representative genome		29729	29729	Gossypium arboreum	cultivar=Shixiya1		latest	Chromosome	Major	Full	2015/09/28	Gossypium_arboreum_v1.0	BGI	GCF_000612285.1	different	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/612/285/GCA_000612285.2_Gossypium_arboreum_v1.0	./genbank/GCA_000612285.2_Gossypium_arboreum_v1.0_genomic.fna.gz
GCA_000787975.1	PRJNA181159	SAMN02441868	JRRC00000000.1		na		29729	29729	Gossypium arboreum	cultivar=AKA8401		latest	Scaffold	Major	Full	2014/12/02	arboreum_v1.0	NCGR	na	na	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/787/975/GCA_000787975.1_arboreum_v1.0	./genbank/GCA_000787975.1_arboreum_v1.0_genomic.fna.gz
GCA_013265605.1	PRJNA614615	SAMN14435604		partial	na		29729	29729	Gossypium arboreum	cultivar=Shixiya1		latest	Chromosome	Major	Partial	2020/06/03	ASM1326560v1	Institute of Cotton Research of CAAS	na	na	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/013/265/605/GCA_013265605.1_ASM1326560v1	./genbank/GCA_013265605.1_ASM1326560v1_genomic.fna.gz
GCA_000327365.2	PRJNA171262	SAMN02743920	ALYE00000000.1		representative genome		29730	29730	Gossypium raimondii			latest	Chromosome	Minor	Full	2012/12/20	Graimondii2_0v2	DOE Joint Genome Institute	GCF_000327365.2	different	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/327/365/GCA_000327365.2_Graimondii2_0v2	./genbank/GCA_000327365.2_Graimondii2_0v2_genomic.fna.gz
GCA_000331045.1	PRJNA82769	SAMN02981462	AMOP00000000.1		na		29730	29730	Gossypium raimondii	cultivar=CMD10		latest	Scaffold	Major	Full	2013/01/04	Gr_v1.0	BGI	na	na	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/331/045/GCA_000331045.1_Gr_v1.0	./genbank/GCA_000331045.1_Gr_v1.0_genomic.fna.gz
GCA_005931075.1	PRJNA493304	SAMN10134664		partial	na		29730	29730	Gossypium raimondii		D5-4	latest	Chromosome	Major	Partial	2019/06/03	ASM593107v1	NCGR	na	na	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/005/931/075/GCA_005931075.1_ASM593107v1	./genbank/GCA_005931075.1_ASM593107v1_genomic.fna.gz
GCA_013467475.1	PRJNA488266	SAMN10346760	JABEZZ000000000.1		na		29730	29730	Gossypium raimondii		8	latest	Chromosome	Major	Full	2020/09/03	ASM1346747v1	Mississippi State University	na	na	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/013/467/475/GCA_013467475.1_ASM1346747v1	./genbank/GCA_013467475.1_ASM1346747v1_genomic.fna.gz
GCA_010015005.2	PRJNA390847	SAMN07495434	WUAT00000000.2		representative genome		29740	29740	Ulmus americana		5ELPC6EGUD	latest	Scaffold	Major	Full	2020/11/10	ASM1001500v2	IRIDIAN GENOMES	na	na	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/010/015/005/GCA_010015005.2_ASM1001500v2	./genbank/GCA_010015005.2_ASM1001500v2_genomic.fna.gz
GCA_000003745.2	PRJEA18785	SAMEA2272750	CAAP00000000.3		representative genome		29760	29760	Vitis vinifera	cultivar=PN40024		latest	Chromosome	Major	Full	2009/12/07	12X	International Grape Genome Program	GCF_000003745.3	different	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/003/745/GCA_000003745.2_12X	./genbank/GCA_000003745.2_12X_genomic.fna.gz
GCA_002922885.1	PRJDB5761	SAMD00080537	BDSO00000000.1		na		29760	29760	Vitis vinifera	cultivar=Chkhaveri		latest	Scaffold	Major	Full	2017/06/14	Chkhaveri_assembly01	Agricultural University of Georgia	na	na	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/922/885/GCA_002922885.1_Chkhaveri_assembly01	./genbank/GCA_002922885.1_Chkhaveri_assembly01_genomic.fna.gz
GCA_002923015.1	PRJDB5761	SAMD00080536	BDSQ00000000.1		na		29760	29760	Vitis vinifera	cultivar=Saperavi		latest	Scaffold	Major	Full	2017/06/22	Saperavi_assembly01	Agricultural University of Georgia	na	na	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/923/015/GCA_002923015.1_Saperavi_assembly01	./genbank/GCA_002923015.1_Saperavi_assembly01_genomic.fna.gz
GCA_002923105.1	PRJDB5761	SAMD00080538	BDSR00000000.1		na		29760	29760	Vitis vinifera	cultivar=Meskhetian green		latest	Scaffold	Major	Full	2017/06/22	Meskhetian_assembly01	Agricultural University of Georgia	na	na	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/923/105/GCA_002923105.1_Meskhetian_assembly01	./genbank/GCA_002923105.1_Meskhetian_assembly01_genomic.fna.gz
GCA_002923165.1	PRJDB5761	SAMD00080539	BDSS00000000.1		na		29760	29760	Vitis vinifera	cultivar=Rkatsiteli		latest	Scaffold	Major	Full	2017/06/22	Rkatsiteli_assembly01	Agricultural University of Georgia	na	na	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/923/165/GCA_002923165.1_Rkatsiteli_assembly01	./genbank/GCA_002923165.1_Rkatsiteli_assembly01_genomic.fna.gz
GCA_004011995.1	PRJNA399599	SAMN07540555	QGNW00000000.1		na		29760	29760	Vitis vinifera	cultivar=Chardonnay	I10V1	latest	Contig	Major	Full	2019/01/10	AWRI_Vv-CHD_1.0	Australian Wine Research Institute	na	na	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/011/995/GCA_004011995.1_AWRI_Vv-CHD_1.0	./genbank/GCA_004011995.1_AWRI_Vv-CHD_1.0_genomic.fna.gz
GCA_011037095.1	PRJNA550461	SAMN12130050	JAAFCG000000000.1		na		29760	29760	Vitis vinifera	cultivar=Chardonnay, /ecotype=California	FPS 04	latest	Scaffold	Major	Full	2020/02/27	Chardonnay04	University of California, Irvine	na	na	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/011/037/095/GCA_011037095.1_Chardonnay04	./genbank/GCA_011037095.1_Chardonnay04_genomic.fna.gz
GCA_022058905.1	PRJNA281110	SAMN13617738	JAJJMD000000000.1		na		29760	29760	Vitis vinifera	cultivar=Flame Seedless, /ecotype=North America		latest	Scaffold	Major	Full	2022/02/08	Flame	VitisGen	na	na	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/022/058/905/GCA_022058905.1_Flame	./genbank/GCA_022058905.1_Flame_genomic.fna.gz
GCA_023513765.1	PRJNA802274	SAMN25525257	JAKQXW000000000.1		na		29760	29760	Vitis vinifera	cultivar=Albarino Gris	MC1	latest	Scaffold	Major	Full	2022/05/20	EVEGA_Vvin_MC1	EVEGA/AGACAL/USC	na	na	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/023/513/765/GCA_023513765.1_EVEGA_Vvin_MC1	./genbank/GCA_023513765.1_EVEGA_Vvin_MC1_genomic.fna.gz
GCA_023513795.1	PRJNA802274	SAMN25525256	JAKQXX000000000.1		na		29760	29760	Vitis vinifera	cultivar=Albarino	ALB01	latest	Scaffold	Major	Full	2022/05/20	EVEGA_Vvin_ALB01	EVEGA/AGACAL/USC	na	na	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/023/513/795/GCA_023513795.1_EVEGA_Vvin_ALB01	./genbank/GCA_023513795.1_EVEGA_Vvin_ALB01_genomic.fna.gz
GCA_011075055.1	PRJNA487154	SAMN09899728	JAAHBS000000000.1		representative genome		29780	29780	Mangifera indica	cultivar=Alphonso		latest	Chromosome	Major	Full	2020/03/10	CATAS_Mindica_2.1	Beijing Institute of Genomics, Chinese Academy of Sciences	GCF_011075055.1	different	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/011/075/055/GCA_011075055.1_CATAS_Mindica_2.1	./genbank/GCA_011075055.1_CATAS_Mindica_2.1_genomic.fna.gz
GCA_016746415.1	PRJNA450143	SAMN08930917	WIOI00000000.1		na		29780	29780	Mangifera indica	cultivar=Tommy-Atkins		latest	Chromosome	Major	Full	2021/01/25	ASM1674641v1	BioCI	na	na	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/016/746/415/GCA_016746415.1_ASM1674641v1	./genbank/GCA_016746415.1_ASM1674641v1_genomic.fna.gz
GCA_020138855.1	PRJNA300605	SAMN04226523	LMWC00000000.1		na		29780	29780	Mangifera indica	cultivar=Amrapali		latest	Chromosome	Major	Full	2021/10/05	Mindica_Amrapali_3.0	ICAR-National Research Centre on Plant Biotechnology	na	na	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/020/138/855/GCA_020138855.1_Mindica_Amrapali_3.0	./genbank/GCA_020138855.1_Mindica_Amrapali_3.0_genomic.fna.gz
GCA_021014495.1	PRJNA658222	SAMN04226523	JAEMQK000000000.1		na		29780	29780	Mangifera indica	cultivar=Amrapali		latest	Chromosome	Major	Full	2021/11/30	M.indica_Neelam_pat1.0	ICAR-National Institute for Plant Biotechnology	na	na	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/021/014/495/GCA_021014495.1_M.indica_Neelam_pat1.0	./genbank/GCA_021014495.1_M.indica_Neelam_pat1.0_genomic.fna.gz
GCA_021014955.1	PRJNA658221	SAMN04226523	JAEMQJ000000000.1		na		29780	29780	Mangifera indica	cultivar=Amrapali		latest	Chromosome	Major	Full	2021/11/30	M.indica_Dashehari_mat1.0	ICAR-National Institute for Plant Biotechnology	na	na	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/021/014/955/GCA_021014955.1_M.indica_Dashehari_mat1.0	./genbank/GCA_021014955.1_M.indica_Dashehari_mat1.0_genomic.fna.gz
GCA_019776745.2	PRJNA730337	SAMN19228971	JAHRHJ000000000.2		representative genome		29808	29808	Taxus chinensis		Ta-2019	latest	Chromosome	Major	Full	2022/01/26	Ta-2021	Chinese academy of agriculture sciences	na	na	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/019/776/745/GCA_019776745.2_Ta-2021	./genbank/GCA_019776745.2_Ta-2021_genomic.fna.gz
GCA_009193075.1	PRJNA556117	SAMN12340813	VXJC00000000.1		representative genome		31300	31300	Mychonastes homosphaera		Lake Chaohu2015	latest	Contig	Major	Full	2019/10/21	ASM919307v1	Nanjing Institute of Geography and Limnology	na	na	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/009/193/075/GCA_009193075.1_ASM919307v1	./genbank/GCA_009193075.1_ASM919307v1_genomic.fna.gz
GCA_011037805.1	PRJNA435846	SAMN08605479	QGSP00000000.1		na		32201	32201	Carya illinoinensis	cultivar=Cil		latest	Scaffold	Major	Full	2020/02/27	ASM1103780v1	Zhejiang A&F University	na	na	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/011/037/805/GCA_011037805.1_ASM1103780v1	./genbank/GCA_011037805.1_ASM1103780v1_genomic.fna.gz
